scholarship_id,scholarship_name,provider,category,education_level,min_marks_required,income_limit,scholarship_amount,state,deadline,application_mode
1732,Tata Scholars Program 1732,Tata Capital,Merit + Need,Postgraduate,80,200000,10000,Gujarat,2026-10-06,Online
1733,Bharti Scholars Program 1733,Bharti Foundation,Need-Based,PhD,70,250000,200000,Delhi,2026-08-07,Online
1734,Reliance Scholars Program 1734,Reliance Foundation,Merit,Undergraduate,55,300000,25000,Madhya Pradesh,2026-05-04,Online
1735,Ministry Scholars Program 1735,Ministry of Education,Merit + Need,Undergraduate,65,300000,10000,Gujarat,2026-08-09,Online/Offline
1736,Aditya Scholars Program 1736,Aditya Birla Group,Merit,School,90,500000,25000,Gujarat,2026-12-29,Online
1737,Tata Scholars Program 1737,Tata Capital,Merit,School,70,800000,100000,Maharashtra,2026-11-13,Online
1738,LIC Scholars Program 1738,LIC India,Category-Based,Postgraduate,63,300000,100000,Delhi,2026-12-09,Online/Offline
1739,Sitaram Scholars Program 1739,Sitaram Jindal Foundation,Merit,Undergraduate,69,800000,75000,Madhya Pradesh,2026-12-15,Online
1740,LIC Scholars Program 1740,LIC India,Category-Based,Undergraduate,61,250000,25000,Maharashtra,2026-10-24,Online/Offline
1741,Reliance Scholars Program 1741,Reliance Foundation,Category-Based,Postgraduate,68,500000,200000,Rajasthan,2026-06-13,Online
1742,Infosys Scholars Program 1742,Infosys Foundation,Need-Based,Undergraduate,72,500000,25000,Uttar Pradesh,2026-09-13,Online/Offline
1743,Infosys Scholars Program 1743,Infosys Foundation,Merit + Need,Undergraduate,52,800000,75000,Rajasthan,2026-12-03,Online/Offline
1744,Aditya Scholars Program 1744,Aditya Birla Group,Merit + Need,School,82,800000,10000,Maharashtra,2026-09-13,Online
1745,Tata Scholars Program 1745,Tata Capital,Need-Based,Postgraduate,66,800000,25000,Maharashtra,2026-08-29,Online
1746,LIC Scholars Program 1746,LIC India,Need-Based,Postgraduate,75,800000,100000,Uttar Pradesh,2026-12-20,Online
1747,LIC Scholars Program 1747,LIC India,Need-Based,School,74,250000,50000,Tamil Nadu,2026-07-31,Online/Offline
1748,LIC Scholars Program 1748,LIC India,Need-Based,Undergraduate,72,200000,10000,Gujarat,2026-05-04,Online/Offline
1749,Sitaram Scholars Program 1749,Sitaram Jindal Foundation,Category-Based,School,59,800000,75000,Gujarat,2026-05-10,Online/Offline
1750,HDFC Scholars Program 1750,HDFC Bank,Need-Based,School,54,200000,25000,Madhya Pradesh,2026-10-27,Online
1751,HDFC Scholars Program 1751,HDFC Bank,Need-Based,Undergraduate,57,500000,25000,Delhi,2026-11-02,Online/Offline
1752,Infosys Scholars Program 1752,Infosys Foundation,Need-Based,Undergraduate,51,250000,50000,Madhya Pradesh,2026-06-26,Online/Offline
1753,Bharti Scholars Program 1753,Bharti Foundation,Need-Based,School,71,800000,200000,Madhya Pradesh,2026-07-30,Online
1754,Infosys Scholars Program 1754,Infosys Foundation,Need-Based,PhD,84,200000,150000,Uttar Pradesh,2026-09-03,Online
1755,Sitaram Scholars Program 1755,Sitaram Jindal Foundation,Need-Based,School,83,800000,150000,Gujarat,2026-05-25,Online/Offline
1756,Aditya Scholars Program 1756,Aditya Birla Group,Need-Based,School,51,250000,75000,Karnataka,2026-08-10,Online/Offline
1757,Sitaram Scholars Program 1757,Sitaram Jindal Foundation,Need-Based,Postgraduate,59,200000,10000,Madhya Pradesh,2026-11-29,Online
1758,Aditya Scholars Program 1758,Aditya Birla Group,Need-Based,Postgraduate,65,500000,75000,Karnataka,2026-07-06,Online
1759,Aditya Scholars Program 1759,Aditya Birla Group,Merit,Undergraduate,77,500000,75000,Uttar Pradesh,2026-09-03,Online
1760,Sitaram Scholars Program 1760,Sitaram Jindal Foundation,Need-Based,PhD,86,800000,150000,Madhya Pradesh,2026-07-27,Online/Offline
1761,Bharti Scholars Program 1761,Bharti Foundation,Merit + Need,Undergraduate,58,800000,75000,Uttar Pradesh,2026-06-25,Online
1762,Aditya Scholars Program 1762,Aditya Birla Group,Need-Based,Undergraduate,69,300000,200000,Rajasthan,2026-06-27,Online
1763,Sitaram Scholars Program 1763,Sitaram Jindal Foundation,Merit + Need,PhD,62,200000,25000,Delhi,2026-05-16,Online
1764,ONGC Scholars Program 1764,ONGC Foundation,Merit,PhD,62,500000,10000,Karnataka,2026-11-23,Online/Offline
1765,ONGC Scholars Program 1765,ONGC Foundation,Merit,Undergraduate,78,200000,75000,Karnataka,2026-10-24,Online
1766,Ministry Scholars Program 1766,Ministry of Education,Need-Based,Undergraduate,74,300000,50000,Madhya Pradesh,2026-06-12,Online
1767,ONGC Scholars Program 1767,ONGC Foundation,Category-Based,School,85,200000,50000,Madhya Pradesh,2026-08-26,Online/Offline
1768,Tata Scholars Program 1768,Tata Capital,Category-Based,PhD,67,200000,10000,Tamil Nadu,2026-07-14,Online
1769,Reliance Scholars Program 1769,Reliance Foundation,Category-Based,PhD,81,250000,200000,Madhya Pradesh,2026-11-11,Online
1770,Reliance Scholars Program 1770,Reliance Foundation,Category-Based,School,70,250000,75000,Delhi,2026-11-11,Online/Offline
1771,Infosys Scholars Program 1771,Infosys Foundation,Category-Based,School,53,800000,150000,Delhi,2026-07-25,Online/Offline
1772,Bharti Scholars Program 1772,Bharti Foundation,Category-Based,Postgraduate,89,500000,150000,Delhi,2026-11-26,Online/Offline
1773,HDFC Scholars Program 1773,HDFC Bank,Need-Based,Postgraduate,58,250000,25000,Uttar Pradesh,2026-11-07,Online/Offline
1774,Sitaram Scholars Program 1774,Sitaram Jindal Foundation,Need-Based,School,56,250000,75000,Karnataka,2026-05-23,Online/Offline
1775,Aditya Scholars Program 1775,Aditya Birla Group,Category-Based,Undergraduate,75,300000,150000,Delhi,2026-07-03,Online/Offline
1776,Ministry Scholars Program 1776,Ministry of Education,Category-Based,PhD,54,800000,100000,Gujarat,2026-09-02,Online
1777,Sitaram Scholars Program 1777,Sitaram Jindal Foundation,Merit,School,61,500000,50000,Delhi,2026-07-24,Online
1778,Ministry Scholars Program 1778,Ministry of Education,Merit + Need,Undergraduate,66,300000,200000,Delhi,2026-08-10,Online
1779,Aditya Scholars Program 1779,Aditya Birla Group,Category-Based,PhD,69,800000,200000,Gujarat,2026-07-22,Online/Offline
1780,Sitaram Scholars Program 1780,Sitaram Jindal Foundation,Need-Based,PhD,64,800000,200000,Delhi,2026-12-23,Online/Offline
1781,LIC Scholars Program 1781,LIC India,Merit,PhD,50,300000,50000,Madhya Pradesh,2026-06-22,Online/Offline
1782,LIC Scholars Program 1782,LIC India,Merit,Undergraduate,73,200000,75000,Rajasthan,2026-05-24,Online
1783,HDFC Scholars Program 1783,HDFC Bank,Category-Based,Undergraduate,82,250000,25000,Rajasthan,2026-11-07,Online/Offline
1784,Tata Scholars Program 1784,Tata Capital,Category-Based,Undergraduate,50,200000,100000,Gujarat,2026-09-06,Online
1785,Reliance Scholars Program 1785,Reliance Foundation,Need-Based,PhD,80,200000,150000,Tamil Nadu,2026-12-24,Online/Offline
1786,Aditya Scholars Program 1786,Aditya Birla Group,Merit,Postgraduate,54,500000,50000,Tamil Nadu,2026-12-13,Online
1787,Reliance Scholars Program 1787,Reliance Foundation,Category-Based,PhD,53,800000,50000,Rajasthan,2026-09-13,Online/Offline
1788,Tata Scholars Program 1788,Tata Capital,Merit + Need,Undergraduate,83,200000,100000,Rajasthan,2026-06-15,Online/Offline
1789,Aditya Scholars Program 1789,Aditya Birla Group,Merit + Need,Postgraduate,90,300000,10000,Rajasthan,2026-07-03,Online
1790,Sitaram Scholars Program 1790,Sitaram Jindal Foundation,Need-Based,School,60,300000,50000,Uttar Pradesh,2026-10-12,Online
1791,Sitaram Scholars Program 1791,Sitaram Jindal Foundation,Merit,PhD,53,250000,25000,Gujarat,2026-06-10,Online
1792,Bharti Scholars Program 1792,Bharti Foundation,Need-Based,School,64,250000,25000,Uttar Pradesh,2026-09-24,Online/Offline
1793,Bharti Scholars Program 1793,Bharti Foundation,Merit + Need,School,90,800000,50000,Uttar Pradesh,2026-07-06,Online
1794,Reliance Scholars Program 1794,Reliance Foundation,Category-Based,Postgraduate,50,500000,10000,Rajasthan,2026-06-22,Online
1795,Aditya Scholars Program 1795,Aditya Birla Group,Merit + Need,PhD,54,500000,50000,Maharashtra,2026-06-12,Online
1796,Infosys Scholars Program 1796,Infosys Foundation,Category-Based,Undergraduate,53,800000,50000,Rajasthan,2026-12-18,Online
1797,Aditya Scholars Program 1797,Aditya Birla Group,Merit,Undergraduate,50,300000,200000,Karnataka,2026-12-20,Online/Offline
1798,Ministry Scholars Program 1798,Ministry of Education,Category-Based,Postgraduate,52,500000,10000,Delhi,2026-08-03,Online
1799,Reliance Scholars Program 1799,Reliance Foundation,Need-Based,Undergraduate,79,300000,150000,Madhya Pradesh,2026-05-18,Online
1800,Ministry Scholars Program 1800,Ministry of Education,Merit,Undergraduate,86,800000,10000,Delhi,2026-06-09,Online
1801,Sitaram Scholars Program 1801,Sitaram Jindal Foundation,Category-Based,Postgraduate,51,250000,75000,Maharashtra,2026-12-10,Online/Offline
1802,Aditya Scholars Program 1802,Aditya Birla Group,Need-Based,Undergraduate,76,800000,75000,Maharashtra,2026-07-27,Online
1803,Sitaram Scholars Program 1803,Sitaram Jindal Foundation,Category-Based,Postgraduate,59,800000,75000,Rajasthan,2026-06-03,Online/Offline
1804,Reliance Scholars Program 1804,Reliance Foundation,Need-Based,Postgraduate,63,200000,150000,Tamil Nadu,2026-12-28,Online/Offline
1805,Aditya Scholars Program 1805,Aditya Birla Group,Need-Based,PhD,84,250000,100000,Tamil Nadu,2026-06-29,Online/Offline
1806,Bharti Scholars Program 1806,Bharti Foundation,Merit,School,78,300000,150000,Delhi,2026-05-31,Online/Offline
1807,Infosys Scholars Program 1807,Infosys Foundation,Merit + Need,School,56,300000,100000,Maharashtra,2026-07-15,Online
1808,Aditya Scholars Program 1808,Aditya Birla Group,Need-Based,PhD,86,300000,200000,Delhi,2026-09-01,Online/Offline
1809,Infosys Scholars Program 1809,Infosys Foundation,Merit + Need,PhD,68,300000,100000,Karnataka,2026-10-11,Online/Offline
1810,ONGC Scholars Program 1810,ONGC Foundation,Merit + Need,Undergraduate,76,500000,100000,Gujarat,2026-12-21,Online/Offline
1811,Reliance Scholars Program 1811,Reliance Foundation,Merit + Need,PhD,55,300000,75000,Tamil Nadu,2026-12-25,Online
1812,HDFC Scholars Program 1812,HDFC Bank,Need-Based,Postgraduate,69,250000,200000,Uttar Pradesh,2026-07-27,Online/Offline
1813,Bharti Scholars Program 1813,Bharti Foundation,Merit + Need,Undergraduate,53,300000,10000,Madhya Pradesh,2026-06-14,Online/Offline
1814,Bharti Scholars Program 1814,Bharti Foundation,Merit + Need,Postgraduate,71,500000,50000,Uttar Pradesh,2026-11-11,Online/Offline
1815,Ministry Scholars Program 1815,Ministry of Education,Merit + Need,Undergraduate,62,200000,200000,Delhi,2026-05-11,Online
1816,Sitaram Scholars Program 1816,Sitaram Jindal Foundation,Need-Based,School,62,300000,150000,Madhya Pradesh,2026-05-23,Online
1817,Infosys Scholars Program 1817,Infosys Foundation,Merit + Need,Undergraduate,50,800000,200000,Gujarat,2026-06-26,Online/Offline
1818,Ministry Scholars Program 1818,Ministry of Education,Merit,School,64,250000,150000,Madhya Pradesh,2026-05-16,Online/Offline
1819,Tata Scholars Program 1819,Tata Capital,Need-Based,School,85,200000,100000,Maharashtra,2026-09-19,Online/Offline
1820,HDFC Scholars Program 1820,HDFC Bank,Merit,PhD,52,300000,150000,Uttar Pradesh,2026-06-05,Online/Offline
1821,LIC Scholars Program 1821,LIC India,Merit,School,81,800000,75000,Gujarat,2026-05-24,Online/Offline
1822,Bharti Scholars Program 1822,Bharti Foundation,Need-Based,Undergraduate,57,200000,100000,Maharashtra,2026-06-20,Online/Offline
1823,Reliance Scholars Program 1823,Reliance Foundation,Category-Based,School,87,500000,75000,Uttar Pradesh,2026-06-29,Online/Offline
1824,HDFC Scholars Program 1824,HDFC Bank,Category-Based,Undergraduate,69,500000,50000,Karnataka,2026-05-16,Online/Offline
1825,Tata Scholars Program 1825,Tata Capital,Merit,School,59,200000,50000,Rajasthan,2026-05-02,Online/Offline
1826,Reliance Scholars Program 1826,Reliance Foundation,Merit + Need,School,62,250000,100000,Uttar Pradesh,2026-08-18,Online
1827,Bharti Scholars Program 1827,Bharti Foundation,Need-Based,PhD,78,300000,150000,Maharashtra,2026-05-29,Online
1828,Reliance Scholars Program 1828,Reliance Foundation,Merit + Need,Postgraduate,86,250000,150000,Karnataka,2026-08-24,Online/Offline
1829,Sitaram Scholars Program 1829,Sitaram Jindal Foundation,Merit,School,64,500000,100000,Delhi,2026-11-06,Online/Offline
1830,Ministry Scholars Program 1830,Ministry of Education,Merit,School,78,200000,50000,Tamil Nadu,2026-09-19,Online/Offline
1831,Ministry Scholars Program 1831,Ministry of Education,Need-Based,Undergraduate,57,800000,75000,Madhya Pradesh,2026-10-25,Online/Offline
1832,LIC Scholars Program 1832,LIC India,Merit + Need,Postgraduate,76,500000,150000,Tamil Nadu,2026-06-26,Online
1833,Sitaram Scholars Program 1833,Sitaram Jindal Foundation,Need-Based,Undergraduate,90,800000,75000,Rajasthan,2026-10-10,Online
1834,LIC Scholars Program 1834,LIC India,Need-Based,PhD,68,250000,25000,Tamil Nadu,2026-05-05,Online
1835,Aditya Scholars Program 1835,Aditya Birla Group,Merit,Postgraduate,54,200000,100000,Madhya Pradesh,2026-07-24,Online
1836,Bharti Scholars Program 1836,Bharti Foundation,Merit,Undergraduate,62,200000,150000,Maharashtra,2026-08-21,Online/Offline
1837,Bharti Scholars Program 1837,Bharti Foundation,Merit,Undergraduate,87,250000,25000,Delhi,2026-07-04,Online
1838,HDFC Scholars Program 1838,HDFC Bank,Merit,Postgraduate,62,300000,200000,Uttar Pradesh,2026-09-16,Online/Offline
1839,ONGC Scholars Program 1839,ONGC Foundation,Merit,Undergraduate,56,300000,150000,Tamil Nadu,2026-11-20,Online/Offline
1840,Tata Scholars Program 1840,Tata Capital,Need-Based,PhD,60,500000,10000,Delhi,2026-12-26,Online/Offline
1841,Bharti Scholars Program 1841,Bharti Foundation,Merit,Postgraduate,74,300000,150000,Gujarat,2026-06-16,Online
1842,Bharti Scholars Program 1842,Bharti Foundation,Merit,Postgraduate,73,250000,150000,Uttar Pradesh,2026-12-29,Online
1843,Reliance Scholars Program 1843,Reliance Foundation,Category-Based,Undergraduate,79,800000,10000,Rajasthan,2026-10-23,Online/Offline
1844,Reliance Scholars Program 1844,Reliance Foundation,Category-Based,Undergraduate,53,800000,25000,Madhya Pradesh,2026-12-28,Online
1845,Reliance Scholars Program 1845,Reliance Foundation,Merit,Postgraduate,74,300000,200000,Uttar Pradesh,2026-05-12,Online
1846,LIC Scholars Program 1846,LIC India,Merit,School,90,200000,50000,Tamil Nadu,2026-06-16,Online
1847,ONGC Scholars Program 1847,ONGC Foundation,Need-Based,Undergraduate,81,800000,75000,Madhya Pradesh,2026-11-07,Online
1848,Aditya Scholars Program 1848,Aditya Birla Group,Need-Based,Undergraduate,89,800000,25000,Rajasthan,2026-07-20,Online
1849,HDFC Scholars Program 1849,HDFC Bank,Merit,Postgraduate,61,500000,10000,Uttar Pradesh,2026-12-04,Online/Offline
1850,Aditya Scholars Program 1850,Aditya Birla Group,Need-Based,Postgraduate,52,250000,200000,Delhi,2026-12-24,Online
1851,Aditya Scholars Program 1851,Aditya Birla Group,Category-Based,Undergraduate,65,800000,50000,Karnataka,2026-07-08,Online/Offline
1852,Reliance Scholars Program 1852,Reliance Foundation,Merit,School,51,300000,100000,Tamil Nadu,2026-12-06,Online
1853,LIC Scholars Program 1853,LIC India,Need-Based,Undergraduate,73,500000,100000,Karnataka,2026-05-22,Online
1854,LIC Scholars Program 1854,LIC India,Merit + Need,Postgraduate,59,250000,150000,Madhya Pradesh,2026-11-26,Online
1855,ONGC Scholars Program 1855,ONGC Foundation,Category-Based,Undergraduate,70,250000,75000,Tamil Nadu,2026-09-23,Online
1856,Infosys Scholars Program 1856,Infosys Foundation,Category-Based,Undergraduate,54,500000,75000,Tamil Nadu,2026-11-30,Online/Offline
1857,Infosys Scholars Program 1857,Infosys Foundation,Need-Based,School,86,200000,75000,Rajasthan,2026-08-18,Online
1858,Sitaram Scholars Program 1858,Sitaram Jindal Foundation,Category-Based,PhD,61,800000,100000,Gujarat,2026-05-22,Online
1859,HDFC Scholars Program 1859,HDFC Bank,Need-Based,School,90,200000,50000,Karnataka,2026-07-11,Online
1860,Ministry Scholars Program 1860,Ministry of Education,Need-Based,PhD,64,300000,10000,Karnataka,2026-05-06,Online
1861,LIC Scholars Program 1861,LIC India,Merit,Undergraduate,62,200000,100000,Madhya Pradesh,2026-06-14,Online/Offline
1862,Sitaram Scholars Program 1862,Sitaram Jindal Foundation,Need-Based,PhD,87,200000,100000,Uttar Pradesh,2026-08-06,Online
1863,HDFC Scholars Program 1863,HDFC Bank,Merit + Need,Undergraduate,88,500000,100000,Maharashtra,2026-10-29,Online/Offline
1864,Sitaram Scholars Program 1864,Sitaram Jindal Foundation,Need-Based,School,72,200000,50000,Rajasthan,2026-05-10,Online/Offline
1865,Reliance Scholars Program 1865,Reliance Foundation,Merit + Need,Postgraduate,52,800000,150000,Karnataka,2026-11-10,Online
1866,Tata Scholars Program 1866,Tata Capital,Need-Based,School,60,250000,10000,Delhi,2026-09-16,Online
1867,Sitaram Scholars Program 1867,Sitaram Jindal Foundation,Category-Based,PhD,53,200000,10000,Delhi,2026-11-25,Online
1868,ONGC Scholars Program 1868,ONGC Foundation,Merit,Undergraduate,55,250000,25000,Uttar Pradesh,2026-05-17,Online/Offline
1869,Sitaram Scholars Program 1869,Sitaram Jindal Foundation,Merit + Need,Undergraduate,80,800000,75000,Madhya Pradesh,2026-08-14,Online/Offline
1870,Tata Scholars Program 1870,Tata Capital,Need-Based,School,66,250000,150000,Rajasthan,2026-11-08,Online
1871,Ministry Scholars Program 1871,Ministry of Education,Need-Based,School,87,300000,150000,Delhi,2026-06-08,Online
1872,ONGC Scholars Program 1872,ONGC Foundation,Merit,PhD,67,200000,75000,Rajasthan,2026-05-16,Online/Offline
1873,Aditya Scholars Program 1873,Aditya Birla Group,Need-Based,School,81,250000,75000,Madhya Pradesh,2026-12-17,Online/Offline
1874,LIC Scholars Program 1874,LIC India,Need-Based,PhD,86,800000,75000,Uttar Pradesh,2026-10-07,Online/Offline
1875,Ministry Scholars Program 1875,Ministry of Education,Merit + Need,Postgraduate,63,300000,100000,Delhi,2026-12-17,Online/Offline
1876,Infosys Scholars Program 1876,Infosys Foundation,Need-Based,Undergraduate,78,500000,150000,Rajasthan,2026-05-14,Online/Offline
1877,LIC Scholars Program 1877,LIC India,Category-Based,PhD,89,500000,50000,Uttar Pradesh,2026-10-01,Online/Offline
1878,Infosys Scholars Program 1878,Infosys Foundation,Need-Based,School,73,300000,150000,Rajasthan,2026-09-14,Online
1879,Tata Scholars Program 1879,Tata Capital,Merit,Postgraduate,60,800000,200000,Maharashtra,2026-08-21,Online/Offline
1880,Reliance Scholars Program 1880,Reliance Foundation,Merit,Postgraduate,59,250000,150000,Maharashtra,2026-10-22,Online
1881,Tata Scholars Program 1881,Tata Capital,Need-Based,Undergraduate,63,500000,10000,Karnataka,2026-05-09,Online/Offline
1882,Ministry Scholars Program 1882,Ministry of Education,Category-Based,Undergraduate,79,200000,100000,Rajasthan,2026-09-09,Online/Offline
1883,Infosys Scholars Program 1883,Infosys Foundation,Need-Based,Undergraduate,58,250000,10000,Madhya Pradesh,2026-05-23,Online
